source_id,shop_name,manager_name,raw_latitude,raw_longitude,reason
62404,فروشگاه کندو,مجید رضائی لرستانی,,,null
62405,خواربار فرهنگ,محسن سالار مقدم بایگی,,,null
62406,سوپر موحد,عبدالواحد جلیلی رودی,,,null
62407,مواد غذایی زمانیان,فاطمه زمانیان,,,null
62409,سوپر مارکت باران12,محمد داود بارحم لاجی,,,null
62410,سوپر مارکت امیر محمد,فرشته اسحقی ابدال آبادی,,,null
62411,خواربار فروشی رضا,رجبعلی برزنونی,,,null
62415,مواد غذایی شیرازیان,سید غلامرضا شیرازیان,,,null
62416,ایران روس,حمید کاری مقدم,,,null
62417,مواد غذایی بهار9,عبدالحمید سالاری ملو,,,null
62418,سوپر صداقت14,امیر سالار محمدی,,,null
62419,سوپر مارکت جامی,حمید جامی رودی,,,null
62420,مواد غذایی عمارتی,مصطفی عمارتی,,,null
62421,مواد غذایی جعفری5,کاظم جعفری,,,null
62422,فروشگاه دودل,ابوالقاسم دستگیر قادری,,,null
62423,فروشگاه بزازی سلیمی,حامد سلیمی,,,null
62425,فروشگاه حسن زاده1,علی اکبر حسن زاده,,,null
62426,سوپر مارکت مروارید4,علی اکبر فرزانه فر,,,null
62428,سوپر مهدی164,مهدی محمدی,,,null
62429,خواربار فروشی رضایی,حسین رضائی,,,null
62430,سوپر مارکت جاویدفر,ابوذر جاوید فر,,,null
62431,فروشگاه برادران خادمی,افسانه خادمی طرقبه,,,null
62432,سوپر مارکت محمودی3,مهدی محمودی,,,null
62433,سوپر مارکت شهریار1,زهرا مرادی ثانی,,,null
62434,خواربار فروشی باباخانی,حمید باباخانی,,,null
62435,خواربار فروشی جواد,علی اکبر مداری کته شمشیر,,,null
62436,فروشگاه رفیعی,علی محمد رفیعی,,,null
62437,زعفران فروشی فرشچیان,هادی فرشچیان یزدی,,,null
62439,توزیعی دادخواه,علی اکبر دادخواه,,,null
62440,فروشگاه ناصر,ناصر قدری گلستانی,,,null
62442,مواد غذایی سخاوت,رضا سخاوت پیشه,,,null
62444,سوپرشادی,ناهید جلالی,,,null
62445,فروشگاه محسن4,عباسعلی فتاحی زفرقندی,,,null
62446,هایپر استار کاوه,حسن کیانی فرد,,,null
62447,مواد غذایی محمد34,محمدرضا لاجی شهرنوی,,,null
62449,مواد غذایی ولیعصر24,غلام محمد غلام پور سدهی,,,null
62451,خواربار فروشی نادری,محسن نادری,,,null
62452,ویتامین سرا2,داود داودی نژاد,,,null
62453,سوپر مارکت مجتبی1,محمود شفیع آبادی,,,null
62455,ادویه و زعفران حداد,سیدحسن حدادی,,,null
62456,سوپر مارکت کاظمی1,محسن کاظمی,,,null
62457,مواد غذایی آبشار1,علیرضا ناجی,,,null
62458,مواد غذایی اکتفا,امین اله کیانی استادی,,,null
62459,سوپر مارکت میلاد10,حامد بهشتی,,,null
62461,نمک هنرآموز,دانیال هنرآموزرودی,,,null
62462,خواربار فروشی احمدی,عبدالعزیز احمدی لاجی,,,null
62463,خواربار فروشی نعمان,غلام محمد بخشی مژن آبادی,,,null
62464,سوپر مارکت قاصدک,حامد غفاری نژاد,,,null
62465,مواد غذایی شورورزی,فاطمه شورورزی,,,null
62468,فروشگاه هاشم پور,رضا هاشم پور,,,null
62470,مواد غذایی فدک3,سیدحسین مرتضوی نیا,,,null
62473,سوپر زرین2,محمدرضا حسن زاده,,,null
62474,سوپر مارکت محله13,یداله شاره,,,null
62476,فروشگاه رهگذر,حسن اسمائی,,,null
62477,سوپر پروما1,جواد محمدولیپور قربانی,,,null
62478,سوپر مارکت عظیمی2,علی عظیمی,,,null
62479,سوپر حامد18,غلامرضا میرکی قرائی,,,null
62480,مواد غذایی فولادی3,محمد فولادی,,,null
62481,سوپر مارکت المهدی2,زینب شهابی,,,null
62482,مواد غذایی الهی,غلامرضا جلال الهی,,,null
62483,رز مارکت41,مهدی کلاته آقا محمدی,,,null
62484,مواد غذایی شریفی2,سید محمد علی شریفی مقدم,,,null
62485,سوپر صدف45,سید رضا داورنیا,,,null
62486,مواد غذایی تردیدی,محسن تردیدی,,,null
62487,سوپر مارکت صدف23,عصمت وحیدی جبله,,,null
62488,مواد غذایی مرتضی,معصومه کیوانلو شهرستانکی,,,null
62489,سوپر مارکت دانیال6,مصطفی بلودر,,,null
62491,مواد غذایی حسین2,عباس قادری,,,null
62493,مواد غذایی ستار2,محمدعلی اسماعیلی جیزآباد,,,null
62494,سوپر مارکت میرکی,حسین میرکی قرائی,,,null
62495,سوپر مارکت خدمتگزار,امین خدمتگزار احمدی,,,null
62496,مواد غذایی مزرجی,علی اصغر رمضان مزرجی,,,null
62497,مواد غذایی علیدوست,معصومه قدرتی کلاتی,,,null
62499,مواد غذایی اسدیان,ایمان اسدیان,,,null
62501,فروشگاه برادران قنبری,شمسیه شوهانی,,,null
62502,فروشگاه برادران مقدری,آمنه مقدری مقدم,,,null
62503,سوپر مارکت محمودیان,محمد محمودیان,,,null
62504,مواد غذایی زمندی,حجت اله زمندی,,,null
62506,سوپر مارکت آی تک,مصطفی فلزیان تربتی,,,null
62508,مواد غذایی صبوری6,موسی صبوری,,,null
62509,خواربار فروشی مرادیان,جواد مرادیان زرمهری,,,null
62511,سوپر مارکت یاسر,یاسر حسن زاده جوزان,,,null
62512,سوپر کریم2,حسین کریمی,,,null
62513,سوپر مارکت یاس28,صغرا عابری,,,null
62514,مواد غذایی محمد35,محمد عسکری,,,null
62515,فروشگاه نگارستان,نورمحمد ساربان نشتیفانی,,,null
62518,فروشگاه ناصحی,جلیل ناصحی,,,null
62519,سوپر سینا17,عبدالوهاب گره گشا,,,null
62520,مواد غذایی شادی1,مهدی عطائی,,,null
62521,سوپر آریان2,علی شیرزاد تربتی,,,null
62522,مواد غذایی قائم2,غلامحسین هادی,,,null
62523,سوپر مارکت متین5,جاوید رحمت پور,,,null
62524,مواد غذایی ذبیحی1,هادی ذبیحی,,,null
62525,برادران رشید ابادی1,حسن رشید آبادی,,,null
62526,لادن طلایی1,سید محمد حسینی,,,null
62527,سوپر طاها6,علی اکبر حجتی,,,null
62528,بهیاری فر1,اکبر بهیاری فر,,,null
62529,مواد غذایی قیمت شکن14,محمد شمس ابادی,,,null
62532,شرکت رضوان خوشاب,شهربانو شم ابادی,,,null
62533,خواربار عیاس زاده,هادی عباس زاده,,,null
62534,سوپر مارکت رضا45,رضا رنجبر,,,null
62535,سوپر تک95,مهدی داوطلب,,,null
62536,مواد غذایی عابدی1,هادی عابدی بجدن,,,null
62537,مواد غذایی دانشکده فنی,محمد ملوندی,,,null
62538,سوپر مارکت پگاه5,احمد چمانه گفتار,,,null
62540,فروشگاه بهجتی,سید حسن بهجتی,,,null
62541,مواد غذایی نوید,عباس حسین زاده قندشتنی,,,null
62542,سوپر حیدری3,محمدرضا حیدری,,,null
62544,سوپر سلام3,یونس عبداله پور نقدی علی,,,null
62546,سوپر علیزاده5,عباسعلی علیزاده,,,null
62547,سوپر مارکت خزائی2,کاظم عرب خزایی,,,null
62548,آرمان راه چمن,عباس سلیمانی,,,null
62549,خواربار فروشی جلمبادانی,احمد جلمبادانی,,,null
62551,سوپر ستاره13,مریم باهوش,,,null
62553,خواربار فروشی عطاملک,قربانعلی نقابی,,,null
62554,سوپر مارکت سیب10,جواد رجب زاده,,,null
62555,نیوه نمونه,محسن چوپان زاده فتح ابادی,,,null
62556,سوپر مارکت مجید14,مجید عراقی,,,null
62557,سوپر مارکت سرپوشی,علی رباط سرپوشی,,,null
62558,سوپر مارکت ترنج7,احسان رضایی سنگچولی,,,null
62559,مواد غذایی نعمتی4,خدیجه خباز,,,null
62560,فروشگاه عرفانی,احمد عرفانی تبار,,,null
62561,فروشگاه غزال,حسین رکنی,,,null
62563,سوپر مارکت پردیسان1,علیرضا صالحی,,,null
62564,سوپر مارکت محمدیان,علی محمدیان,,,null
62565,خواربار فروشی هجرت,مصیب نوروزیان سعدآبادی,,,null
62566,اغذیه شادی,محمد نظری,,,null
62568,فروشگاه لطفی2,محمد مهدی لطفی,,,null
62569,خواربار اکبری,جواد علی اکبری,,,null
62570,نمایندگی آبعلی,امیر محمدپور جاغرق,,,null
62571,فروشگاه ایران روس,موسی سارانی,,,null
62572,فروشگاه زارعی,حسین زارعی,,,null
62574,سوپر مارکت زیتون14,مهدی جعفری مقدم خیرابادی,,,null
62575,سوپر مارکت ایرانی,اصغر اسمعیل ابادی,,,null
62576,سوپر مارکت باران19,مهدی خدک,,,null
62577,مواد غذایی دانا,حسین دانا,,,null
62579,فروشگاه حسین1,حسین نجار اف,,,null
62581,مواد غذایی ایزی,ابراهیم محمدی ایزدی,,,null
62582,سوپر مارکت پارسا4,محمد طاهری احیائی,,,null
62583,مواد غذایی رحمت,عبدالرحیم رحیمی نژاد,,,null
62584,مواد غذایی تک16,هادی کوشکی,,,null
62585,مواد غذایی ترابی2,حسین ترابی سبزوار,,,null
62586,زعفران شاهرخ,حسن شاهرخی,,,null
62589,مواد غذایی مزرعه,رشید کریمی,,,null
62590,مواد غذایی قانعی1,قاسم قانعی یارم گنبد,,,null
62591,فروشگاه بوژمهرانی,محمد بوژمهرانی,,,null
62593,شهروند غرفه 6,غلامحسن غلامی جوزقانی,,,null
62594,مواد غذایی آذربیک و پسران1,ابراهیم آذربیک ساقوی,,,null
62596,سوپر مارکت مدرس,حسن مدرس,,,null
62597,فروشگاه شاکری,اسماعیل فرجی شوی,,,null
62601,مواد غذایی خوش بخت,علی خوش بخش,,,null
62602,سوپر ولی عصر15,قربانعلی محمودی ارزنه ی,,,null
62603,فروشگاه بهار5,سید محمد مهدی نوریان,,,null
62604,سوپر مارکت آسمان1,حسین قاسمی,,,null
62605,پخش مواد غذایی شهروند,محمد بکائیان,,,null
62606,مواد غذایی 90,مهدی خورسندی,,,null
62607,سوپر گلستان36,هادی جمعه پور,,,null
62608,کشمش کیهان,سعید کیهان,,,null
62609,فروشگاه آل حسن,ذبیح الله آل حسن,,,null
62610,سوغات نیشابور1,محمد رضا مهرانی نیا,,,null
62611,مواد غذایی حسین3,علی فهمیان,,,null
62612,مواد غذایی علی19,محسن خان بابایی,,,null
62613,سوپر قائم61,فاطمه لطفی,,,null
62615,مواد غذایی فاضل1,محمد گازری,,,null
62616,سوپر مارکت جوهری1,صادق جوهری,,,null
62617,ویتامین اس,علی استاد حسینی,,,null
62618,سوپر سجاد63,محمد رضا اصغر زاده ه ازاد,,,null
62620,آسیاب بوژ ابادی,علی بوژآبادی,,,null
62621,سوپر خزاعی1,یاسین خزاعی فدافن,,,null
62622,مواد غذایی مقدم4,حمید موقر مقدم,,,null
62624,شهروند,رمضان رمضانزاده,,,null
62625,مواد غذایی ایثار1,رضا فخرائی برگیش,,,null
62626,سوپر مارکت کبودگنبد,محمدرضا صباغ کلات,,,null
62627,سوپر مارکت شقایق11,جواد سلطان آبادی,,,null
62628,مواد غذایی احمد آبادی,محمدرضا احمد آبادی,,,null
62629,سوپر خواجه,اسمعیل خواجه ارزنه ئی,,,null
62630,عسل کوهپایی,عذرا کوهپار نودهی,,,null
62631,فروشگاه شهدشکن,سلیمان عزیزی,,,null
62633,چای جیران1,علیرضا غلامی فدکی,,,null
62634,مواد غذایی سیب,محمد عباسی,,,null
62635,خوار و بار فردین,علی عابدینی تلخ بخشی,,,null
62637,بلک رز,فاطمه جهان جام فریمان,,,null
62639,خواربار دوستان,علی اکبر شاکری,,,null
62640,سوپر 2000 خاوری,حسن خاوری شاندیز,,,null
62641,سوپر مارکت پرشین1,اسماعیل غفاری,,,null
62642,پخش مواد غذایی شایان,سهراب سامقانی,,,null
62645,مواد غذایی شاکری,حسینعلی شاکری قزلحصار,,,null
62646,مواد غذایی دایی1,علی فتح آبادی,,,null
62647,مواد غذایی شجاعی,عبدالغفار شجاعی گاوچشمه,,,null
62648,خواربار فروشی مردی,محمدرضا مردی,,,null
62649,سوپر مارکت احیائی,هادی احیایی,,,null
62650,فروشگاه دریاسر,مهدی مهدوی,,,null
62651,هزار و یکشب,احمد رضائی,,,null
62652,مواد غذایی مقدس,محمد خزاعی فدافن,,,null
62653,سوپر دوغایی,ابراهیم ایمانی نیا,,,null
62654,مواد غذایی نمایندگی زمزم,علی اصغر دادخواه,,,null
62655,خواربار فروشی صالحی1,محمدرضا صالحی,,,null
62656,قند و شکر صمیمی,حسین صمیمی,,,null
62657,سوپر سینا18,مجتبی رضادوست چری,,,null
62658,پخش مواد غذایی صحتی,عبدالجلیل صحتی,,,null
62660,فروشگاه صابری زاده,حامد صابری زاده,,,null
62661,فروشگاه پاندیذ,محمد رضا اسدیان,,,null
62662,سوپر متین16,مهدی خدادادی,,,null
62664,خواربار فروشی صمیمی فر,فرشته علی پور,,,null
62665,سوپر مارکت بهشت9,ناصر عاشوری نیا,,,null
62667,مواد غذایی مینو2,عید محمد فلاحتی,,,null
62668,مواد غذایی جویبار,مهدی جویبار,,,null
62669,مواد غذایی طاهری1,نور اله طاهری قاسم آبادی,,,null
62670,خواربار فروشی یعقوبی,زهرا قاسم پور,,,null
62672,سوپر مارکت امیری نیا,مجید امیری نیا,,,null
62673,پخش مواد غذایی انقلاب,مهدی رفیعی,,,null
62674,سوپر مارکت دی تو دی4,سیدسعید محروقی,,,null
62675,مواد غذایی ولبنی هنرآموز1,محمد صدیق هنرآموز رودی,,,null
62676,سوپر مارکت22,حسین نصیری,,,null
62677,سوپر مارکت گوهری2,ابوالفضل گوهری,,,null
62678,مواد غذایی کوهساران,جلال جواهری,,,null
62679,مواد غذایی اکبری4,حسن اکبریان جاغرق,,,null
62680,زعفران شریف زاده,محمد شریف زاده,,,null
62681,مواد غذایی قیمت شکن15,وحید جعفری ثانی,,,null
62682,مواد غذایی سعدی,شعیب سعدی,,,null
62683,سوپر مارکت ایلخانی,تیمور ایلخانی,,,null
62684,سوپرصغیر,معصومه صغیر,,,null
62685,سوپر صدرا2,محمدرضا فخری,,,null
62686,اشخانه ایران زمین,سید هادی وثوق حسینی,,,null
62688,زعفران یوسفی,حسن یوسفی,,,null
62689,هایپر مارکت استقلال,عبدالرسول صالحی,,,null
62691,فروشگاه برادران مرتضائی,غلامعلی حاجی مرتضائی,,,null
62693,سوپر بهروز7,فاطمه رمضانی کته شمشیر,,,null
62694,فروشگاه چیکسا,قاسم میرزاخان زاده,,,null
62695,خوار بارفروشی قادری,جواد قادری استادی,,,null
62696,مواد غذایی مهدوی فر,علی مهدوی فر,,,null
62697,سوپر مارکت وحید6,وحید اسکندری,,,null
62698,مواد غذایی ارم2,اسماعیل ابراهیم زاده اول,,,null
62699,سوپر مارکت محمد مهدی,مجید روشن زاده,,,null
62700,نمایندگی پخش کوکاکولا,وحید اسکندری نصرآباد,,,null
62701,مواد غذایی حسن زاده4,حمزه حسن زاده,,,null
62702,کلبه شبهای جاغرق,مجتبی برجعلی,,,null
62703,اتاق سازی یوسفی,حمزه حاجی یوسفی,,,null
62704,مواد غذایی رضا50,بی بی فاطمه هاشمی محمداباد,,,null
62705,سوپر مارکت باران13,قاسم علی زاده,,,null
62706,سوپر محمدمهدی1,علی اصلانی فروتقه,,,null
62707,مواد غذایی سینا7,علی گوهری,,,null
62708,پدیده شهرمون,حسین شفیعی,,,null
62709,سوپر دهقان4,تهمینه پاسبان مقصودآبادی,,,null
62710,نمایندگی زم زم,قاسم حسین پور,,,null
62711,مواد غذایی سلیمانی2,ابراهیم سلیمانی,,,null
62712,مواد غذایی مومنی,مجتبی مومنی عبدل آبادی,,,null
62713,سوپر مارکت62,علیرضا ایزی,,,null
62714,مواد غذایی پارک1,رضا آخوندی,,,null
62715,سوپر مارکت خرامان1,حسین خرامان,,,null
62716,مواد غذایی زیبایی1,محمد حسین زیبائی جوکان,,,null
62718,سوپر مارکت چاه جویی,سکینه چاه جوی,,,null
62720,سوپر ساحل2,مجتبی توسلی مسلمی,,,null
62721,مواد غذایی لطفی2,رضا لطفی مقدم نوقابی,,,null
62722,مواد غذایی حمید11,حمید خدابخشی,,,null
62723,فروشگاه اداره راه,زهرا هاشمی,,,null
62724,خواربار دربان,علی دربان,,,null
62726,خواربار فروشی8,محمد آسمان برین,,,null
62727,سوپر مارکت شقایق10,علی احمدآبادی,,,null
62728,سوپر مارکت کوثر6,علیرضا طاهری,,,null
62729,سنت سرای قاجاریه,کاظم صفائیان,,,null
62730,مواد غذایی المهدی5,مهدی جلالیان,,,null
62731,هایپرنایس دولت,حسین دولت آبادی,,,null
62732,مواد غذایی 23,حسن رنجبربنده قرائی,,,null
62733,قهوه و شکلات زاوا,سید امیر حسین محجوب,,,null
62734,مواد غذایی احمدی,رامین احمدی,,,null
62735,رویال مارکت1,شهناز پورحاج رضایی,,,null
62736,خوار و بار مهدی2,محمد صید محمد خانی,,,null
62738,مواد غذایی دادگر2,محمد دادگر,,,null
62739,خواربار فضلی,حسین فضلی حسین ابادی,,,null
62740,طلاجات نفیس,امیر رمضانی,,,null
62741,زعفران عباس زاده4,محمدرضا عباس زاده,,,null
62743,مواد غذایی جلو دار,حسن جلو دار,,,null
62744,مواد غذایی حسینی6,علی اکبر حسینی,,,null
62745,مواد غذایی اسدی5,علی اصغر اسدی,,,null
62746,سوپر احسان29,هادی احسانی نیا,,,null
62747,فروشگاه قدس2,رضا امینی,,,null
62748,مواد غذایی 24,علی اکبر توکلی,,,null
62749,مواد غذایی اسدی6,محمد اسدی,,,null
62750,سوپر مارکت عارف2,رضا عارفخانی,,,null
62751,مواد غذایی پدیده3,محمود صحاری,,,null
62753,سوپر هادی12,هادی رجبی مرغزاری,,,null
62754,مواد غذایی سهیل1,عزت الله دولت آبادی,,,null
62755,فصابی 110,علی مشکانی,,,null
62756,مواد غذایی عسل2,رحمت اله مسروری,,,null
62758,سوپر مارکت حلاجی1,نادر حلاجی,,,null
62759,ادویه و زعفران محسن,محسن اسماعیل نیا,,,null
62760,فروشگاه شهروند خاکسار,ابوالفضل خاکسار,,,null
62761,سوپر مارکت ستاره5,مسعود صادقی,,,null
62762,مواد غذایی افچنگی,احمد افچنگی,,,null
62763,فروشگاه یزدان,اسماعیل یزدان فر,,,null
62765,مواد غذایی معصومی,اصغر معصومی,,,null
62766,خواربار فروشی هادی,هادی کلاه درازی,,,null
62768,سوپر مارکت تک بینالود,علی شاه قاسمی,,,null
62769,سوپرامیر علی,علی ابراهیم زاده,,,null
62770,مواد غذایی حسینی24,سید حسین حسینی,,,null
62771,فروشگاه محمد5,غلامرضا شیردل,,,null
62772,مواد غذایی پوریا,مسعود رحمانی,,,null
62773,سوپر مارکت رضا46,حسن رباط سرپوشی,,,null
62774,ادویه جات حداد,معصومه بی بی حدادی,,,null
62775,سوپر قاسم مرادی,قاسم مرادی,,,null
62776,گل لاله,حمید رامشینی,,,null
62777,سوپر مکس1,آمنه اسدیان,,,null
62778,سوپر مارکت جنت1,فاطمه بازقندی,,,null
62779,مواد غذایی رضا11,داود اسکندری,,,null
62780,سوپر مارکت مهدی52,امید شبان زاده,,,null
62781,مواد غذایی سید36,سید حسین حسینی,,,null
62782,مواد غذایی سیادت,سیدرضا سیادت نژاد,,,null
62783,لایک,کامران علیمردانی,,,null
62784,مواد غذایی رضا51,غلامرضا فکری جردوی,,,null
62785,سوپر پاریس,محمد خیرآبادی,,,null
62786,مواد غذایی مسافر1,قاسم رنجبر بنده قرایی,,,null
62787,سوپر دهخدا1,حسین اسکندری تربقان,,,null
62788,مواد غذایی الیاسی نژاد,اسماعیل الیاسی نژاد,,,null
62791,سوپر رویال3,حمیدرضا حنانی,,,null
62792,مواد غذایی ارم3,علی زاهدی مقدم,,,null
62794,سوپر مارکت سید23,علیرضا باقریان فروتقه,,,null
62795,مواد غذایی قربانی6,محمدهاشم قربانی,,,null
62797,سوپر پژوهش2,مصطفی سالاری زاده,,,null
62798,مواد غذایی مهدی شعبه2,محمود مسلمی پور,,,null
62799,مواد غذایی گلدوست,عبد اله گلدوست عارفی,,,null
62800,سوپر یاس9,مریم گلچین,,,null
62801,سوپر مارکت نیر ابادی,محمدحسن نیرآبادی,,,null
62802,سوپر مارکت ابراهیمی2,محمد رضا ابراهیمی,,,null
62803,مواد غذایی نظریان,ابراهیم نظریان,,,null
62804,سون,امیر خماری,,,null
62807,ماهان1,جمشید شکوهی فر,,,null
62809,زرین زعفران1,جعفر معدنی,,,null
62810,کیادر,سیدمیثم حلیمی,,,null
62813,غرفه 28,معصومه عباسی,,,null
62814,سوپر مارکت مهدی41,امیر اقدام,,,null
62816,مواد غذایی شهاب,عباس شهابی زیبد,,,null
62817,سوپر مارکت پدیده7,عبداله جلیل رودی,,,null
62818,سوپر علی9,کاظم فلاحتی,,,null
62819,مواد غذایی صدف1,رضا فرهمند,,,null
62822,مواد غذایی عزیزی,علیرضا عزیزی,,,null
62823,سوپر مارکت روستا1,فاطمه یادگار,,,null
62824,سوپر من4,مسعود نجفی,,,null
62825,سوپر بهنام8,علی اروجی,,,null
62827,مواد غذایی علی20,علی اکبر محمدی مرندیز,,,null
62828,خواربار فروشی شایسته,احمد شایسته,,,null
62829,مواد غذایی المهدی6,مهدی رمضانی منظری,,,null
62832,پخش ساندیس,مجید ندایی,,,null
62833,سوپر اقتصاد1,محمود ادیب نیازآبادی,,,null
62834,فروشگاه کیقبادی,حمید کیقبادی ثانی,,,null
62836,ایلدرابادی,صادق ایلدر ابادی,,,null
62837,پخش گلچین,علیرضا قائدی پور,,,null
62838,سوپر موسوی2,سید حسن موسوی,,,null
62839,غرفه فیروزه,حسنعلی فیروزه,,,null
62840,راه چمنی,حمیدرضا راه چمنی,,,null
62841,مواد غذایی کارگزار1,علی کارگزار,,,null
62842,مواد غذایی علی زنگنه,علی زنگنه قاسم ابادی,,,null
62844,نگین زعفران عباس نیا,علی عباس نیا,,,null
62845,سوپر مارکت امیر حسین,داود نصرآبادی,,,null
62847,لبن گستر بینالود1,محمدقاسم مقدسان نیشابوری,,,null
62848,سوپراغذیه امیرحسین,سعید دلیر سدهی,,,null
62849,رستورن مهدی,غلامعلی اکبرنیا اهنک,,,null
62850,سوپر آرمان2,سلمان پالیزبان,,,null
62851,برادران عشقی,سلمان عشقی,,,null
62852,سوپر مارکت تقوی1,علی تقوی,,,null
62857,مواد غذایی آریا,سیدرسول موسویان,,,null
62858,قهوه تلخ3,یاسر صفائی,,,null
62859,مواد غذایی بیات2,حسین خالویان,,,null
62860,هایپر قاسمی,علی قاسمی,,,null
62861,خواربار فروشی دانشور,محمود آهنگری,,,null
62862,مواد غذایی شاکری1,عباسعلی شاکری,,,null
62863,سوپر مارکت معکوس,زهرا نجاتی وطن پرست,,,null
62864,سوپر مجید33,جواد یوسف ابادی,,,null
62865,سوپر مارکت مهدی53,زهرا احمدی,,,null
62866,مواد غذایی مدرس,سیدمهدی میرباقری فیروزآباد,,,null
62867,مواد غذایی وکیلی,حسین وکیلی خوانی,,,null
62869,سوپر مارکت رهگذر3,حجت کرمانی,,,null
62870,فروشگاه مهدی11,سید حسین قادری,,,null
62871,نمایندگی شرکت پپسی,روح الله یگانه پور,,,null
62872,سوپر مارکت سید24,سید حسین باقری اصل,,,null
62873,سوپر مارکت گلی1,رقیه حسین پور,,,null
62874,فروشگاه سید18,سید احمد رضوی,,,null
62877,مواد غذایی شریفی3,هادی شریفی قلعه نو,,,null
62880,حق العمل کاری نجارزاده,امیرعباس نجارزاده تربتی,,,null
62881,مواد غذایی کیمیا1,محمدحسن شکوری,,,null
62882,خواربار رضا4,مهدی شریفی,,,null
62884,مواد غذایی گلستان5,علیرضا کاظمی,,,null
62886,مواد غذایی معرفت,ابوالفضل امیراحمدی,,,null
62887,سوپر مارکت کاج5,قربانعلی فلاح,,,null
62888,سوپرشهروند,محمد احمدی,,,null
62889,سوپر مارکت هزارمسجد2,پرویز جعفر پور,,,null
62892,مواد غذایی امیررضا,حسن ضابط فعال,,,null
62893,مواد غذایی تانیان,مهدی غلامیان,,,null
62894,سوپر نود 901,علی شریفی,,,null
62895,مواد غذایی روحی,عبداله روحی,,,null
62897,فروشگاه نادری1,حسین نادری,,,null
62898,فروشگاه عاطفی,عاطفه عاطفی تبار,,,null
62899,زعفران زرین1,سعید نازنین,,,null
62900,مواد غذایی سالمی,محمد سالمی سردق,,,null
62901,غرفه صادقی مقدم,محمد صادقی مقدم بیلندی,,,null
62902,مواد غذایی صادقی8,احمد صادقی,,,null
62903,سوپر امیر67,جواد حشمتی نسب,,,null
62904,سوپر گلان,محمدحسن امامی,,,null
62905,سوپر نیکخواه,علیرضا نیکخواه,,,null
62906,مواد غذایی سادات5,سید رضا حبیب زاده,,,null
62909,کلوچه مهتاب,حسین اسفندیاری مقدم,,,null
62910,مارکت آل یاسین2,هادی شیردل,,,null
62911,سوپر مارکت فرهنگ4,مهدی دشتی اردیزی,,,null
62913,دشدکی,حسین دشدکی,,,null
62915,پخش کوروش,کامران باقرزاده,,,null
62916,فروشگاه پدری1,رضا پدری,,,null
62917,پخش مواد غذایی ممتاز,حسین رفیعی,,,null
62918,سوپر مارکت دهکده5,علی اکبر خاکباز,,,null
62919,سوپر الکاء,سعید رستم علی آبادی,,,null
62921,عسل کندو1,امیر ملائی,,,null
62922,مواد غذایی صالحی1,کاظم صالحی,,,null
62923,فروشگاه نیک خلق,هادی نیک خلق,,,null
62924,شمس العماره1,مجید لکی تبریزی,,,null
62928,سوپر مارکت فرهنگ5,علی عمرانی,,,null
62929,فروشگاه ستایش1,محمود غفوریان قوچانی,,,null
62930,سوپر بیژن3,بیژن سلیمانی,,,null
62931,خواربار فروشی7,غلامرضا شاهوردی ثانی,,,null
62932,سوپرحمید خ رض,حمیدرضا سموئی,,,null
62933,سوپر سید85,سیدهادی فرشچی,,,null
62935,سوپر امیر59,محمدعلی رضاقلی زاده,,,null
62936,مواد غذایی ولی عصر2,مهدی جلالی مقدم,,,null
62937,ابلیموو ابغوره زوار,مهسا گل مکانی,,,null
62938,سوپر مارکت بیهق,عزیزاله آزادخو,,,null
62939,مواد غذایی علیخانی خ رض,هادی علی خانی,,,null
62940,پخش مواد غذایی ثامن1,ظهیر ثاقب ثانی,,,null
62941,سوپر سجاد60,عباس آذربنیادزاد,,,null
62943,مواد غذایی شوریابی,تیمور شوریابی,,,null
62945,سوپر سید ارزان فروش,محسن موسوی,,,null
62946,فروشگاه جزائی,یداله جزائی,,,null
62947,پخش شایان گستر,مجتبی رضاپور مقدم,,,null
62948,سوپر سادات16,موسی کهتر پور فریمانی,,,null
62949,سوپر یاس75,جواد صادق زاده,,,null
62950,سوپر مارکت یاقوت خ رض,محمد یاقوتی,,,null
62951,چای نیکنام خ رض,رحیم نیکنام,,,null
62952,سوپر مارکت صالحی2,علی اکبر صالحی,,,null
62953,عسل الهام گستر خ رض,الهام ناظمی,,,null
62954,سوپر مومن2,علی مومن حصار سرخ,,,null
62955,مواد غذایی حیدری6,محمد حیدری,,,null
62956,سوپر رز16,امیر ترابی,,,null
62957,قدرتی مسجد,حسن قدرتی,,,null
62958,سوپر بهاران خ رض,حسین حسن نژاد شاندیز,,,null
62959,برگ سبز1,زهرا بینا,,,null
62962,زعفران سیدی,رضا سیدی اصفهانی,,,null
62963,سوپرمجید خ رض,مجید بنی اسدی,,,null
62964,مواد غذایی عماد2,مهدی قاهره,,,null
62965,تقوی خ رض,مجتبی محمدی,,,null
62966,چهار فصل خ رض,قاسم ابراهیمی سید اباد,,,null
62967,مهتاب خ رض,محمد علی زیدآبادی نژاد,,,null
62968,فروشگاه سادات2,سیدحسن سادات فریزنی,,,null
62969,بازار روز شهرداری5,داود زرین فر,,,null
62971,مواد غذایی فرهنگیان1,شیوخی رضا,,,null
62972,خواربار فروشی را’ر,ذبیح اله غلامی,,,null
62975,مواد غذایی رضوی,مسعود خوش شنو,,,null
62976,مواد غذایی پورقلی خ رض,رمضان پورقلی روشناوند,,,null
62978,سوپر برجیس خ رض,میثم ذوالفقاری,,,null
