source_id,shop_name,manager_name,raw_latitude,raw_longitude,reason
62980,سوپر مارکت عدالت خ رض,صغری اسدی,,,null
62981,سوپر اروند خ رض,قاسم رجب زاده,,,null
62982,حافظ خ رض,غلام رضا عافیتی,,,null
62983,مواد غذایی کوه کن,محمد دین کوه کن,,,null
62984,سوپررضا خ رض,هاجر بافتی,,,null
62985,الماس1,مجتبی عصارزاده نوغانی,,,null
62986,سوپرمهرقیمت شکن خ رض,مهدی شفیعی صنعتی,,,null
62987,سوپر امین خ رض,علیرضا مستعد,,,null
62988,سوپرسعید خ رض,محمد قدیرپورمحمداباد,,,null
62989,سوپر پرشین,براتقلی رمضان پورجشن آباد,,,null
62990,هایپر مارکت3,امیر بابادی,,,null
62991,سوپر مارکت کول آبادی,ابوالفضل کول ابادی,,,null
62992,مواد غذایی چمن2,علی عباسی اول,,,null
62993,سوپرآلما,علی نامور,,,null
62994,دکه میهن,الهه چرانی,,,null
62995,پردیس خ رض,علی اکبر مشهد,,,null
62996,سوپر مارکت الندشت خ رض,هادی زینلی بردر,,,null
62997,پخش موعود خ رض,حسن زحمت کش,,,null
62998,هایپر مارکت بنیامین1,محمداسحاق احمدپورحسین اباد,,,null
62999,فروشگاه اکبریان,علیرضا اکبریان,,,null
63000,سوپر کلچین,حسین عظیمی بکاولی,,,null
63001,هایبرمارکت نارون,سعید مشهدی ازغندی,,,null
63002,سوپر مارکت حسن زاده1,محمد حسن زاده,,,null
63003,هایپر مارکت بلوط خ رض,جعفر شهرکی,,,null
63004,مواد غذایی علامه خ رض,عبدالجواد علامه,,,null
63005,سوپر سعدی خ رض,محمدصادق اعظم نور,,,null
63006,فروشگاه کاشانه خ رض,احسان دریا باز,,,null
63007,سوپر مدرن خ رض,امید میرزا گلی,,,null
63008,مواد غذایی کرامتی خ رض,حمید کرامتی,,,null
63009,سوپر مجتبی خ رض,مجتبی عاشوری,,,null
63010,یکتا خ رض1,حسین کریمی نیک,,,null
63011,مواد غذایی 22,حسین غلامی,,,null
63012,مواد غذایی گرمابی,مجتبی گرمابی,,,null
63015,مواد غذایی حمیدی1,حمیدرضا حمیدی,,,null
63017,مواد غذایی گلستان3,حمید رضا فیضی دربندی,,,null
63019,سوپر احسان28,محمد عمرانی,,,null
63020,مواد غذایی قدس3,جعفر اهنود,,,null
63022,سوپر تک89,حسین فتحی,,,null
63023,پخش مواد غذایی امیر,مهدی آرامیان,,,null
63024,بوفه سوپر مارکت,مجید صالحی دمسکی,,,null
63025,سوپر امیر خیام,عبداله راشدی نیا,,,null
63026,سوپرتک ستاره,محمد رضا عباسی,,,null
63038,قیمت شکن بینالود,حسین سرباز شاندیز,,,null
63039,فروشگاه بیرم آبادی,بیرم آبادی,,,null
63040,سوپر محل,حسن حبیبی زارع,,,null
63041,سوپر شبانه روزی ماوی,مریم سبحان تاج الدین,,,null
63043,سوپر مارکت یاس25,مجید صادقزاده شاندیز,,,null
63044,سوپر مارکت اکبری2,غلامرضا اکبری سرآسیا,,,null
63045,پخش مهدیس,حمید رضا کابلیان شاندیز,,,null
63048,سوپر مهربان2,حسن مهربان ویرانی,,,null
63049,سوپر علی اکبری1,علی علی اکبری شاندیز,,,null
63051,سوپر مارکت مهدی48,عباسعلی داودی فرد,,,null
63052,سوپر دیدار2,عباسعلی میر شاهی میرشاهی,,,null
63053,فروشگاه تقی زاده,روح بخش شجاع,,,null
63055,سوپر ارغوانی,محمد ارغوانی,,,null
63056,مواد غذایی ستوده1,محمدحسن ستوده,,,null
63057,مواد غذایی ترخانی,فیروزه ترخانی,,,null
63059,سوپر دانیال7,غلامحسین عباسی,,,null
63060,نگین شاندیز,حسین پورهاشم شاندیز,,,null
63061,سوپر ایزدی1,علی ایزدی شاندیز,,,null
63062,سوپر سعید 4,سعید مقدم چاپشلو,,,null
63063,فروشگاه سدید,هادی سدید,,,null
63064,فروشگاه شهروند8,احمد حقی شهری,,,null
63065,سوپر نگین شهر,مرتضی صادقی,,,null
63066,سوپر مارکت ترنج11,حسین پور طاهونچی شاندیز,,,null
63067,سوپر مومن و پسران2,علی مومن حصارسرخ,,,null
63068,سوپر آزادی6,برات مصطفایی,,,null
63071,سوپر مارکت مهدی371,مهدی مقیمی شهری,,,null
63072,سوپر دوستی2,امیر دوستی نیا,,,null
63073,سوپر مارکت صالح1,محمد داوری کاهو,,,null
63074,خواربار اکبری1,حمید اکبری,,,null
63077,سوپر پاسدارشهری1,ابوالقاسم پاسدار,,,null
63078,سوپر شهروند20,محمد حاجی جمهوری,,,null
63079,سوپر مارکت دلیری,رضا دلیری چاپشلو,,,null
63080,سوپر مارکت یاس30,مرتضی قاسم پور,,,null
63081,فروشگاه نوروزیان,مهدی نوروزیان سعد آبادی,,,null
63082,مواد غذایی دهکده11,ابوالقاسم امینی تاج الدین,,,null
63083,سوپر مارکت میلاد121,رضا ارجمند بیدختی,,,null
63084,سوپر سعید104,سعید نعمتی,,,null
63085,سوپرسلطان محمدی,مهدی سلطان محمدی,,,null
63087,سوپر صدف 9,سیدمرتضی موسوی,,,null
63089,خواربار مهر,محمد عسگری خادر,,,null
63093,سوپر مارکت امین51,امین خلیلی,,,null
63095,مواد غذایی شاندیزی,احمد شاندیزی شاندیز,,,null
63096,مواد غذایی تقوایی,مرتضی تقوایی,,,null
63097,صولتی,عبد الاحد صولتی کوپکن,,,null
63098,سوپر مارکت رحمانی2,علی رحمانی,,,null
63099,سوپر قادری نیا,حسن قادری نیا,,,null
63100,سوپر مارکت سینا9,محمد زارع نوقابی,,,null
63101,سوپر مارکت حسنی 1,علی حسنی کاخکی,,,null
63102,سوپر دوهزار,مهسا محمد پور صحرای,,,null
63103,خواربار فروشی احمدی,علی احمدی,,,null
63104,فروشگاه وفادوست,علیرضا وفادوست شهری,,,null
63106,مواد غذایی رستمی4,محمد رستمی نزاد ساداتی,,,null
63107,خواربار فروشی آزادی,مصطفی آزادی قهرمانلو,,,null
63109,سوپر ایران1,محمدباقر فرجی شاندیز,,,null
63110,سوپر میر شاه,حسن میرشاهی,,,null
63111,هایپر مارکت فخر,سیدمهدی فاضلی,,,null
63112,سوپر شقایق40,سکینه بهترک,,,null
63113,خواربار 10,حمید حیدرپور,,,null
63118,سوپر ابراهیم زاده1,سید ابراهیم زاده,,,null
63119,علافی دهقانی,غلامرضا دهقانی,,,null
63120,فروشگاه الماس شهر1,حمید زیوری,,,null
63121,فروشگاه صالح3,نرگس براتی,,,null
63122,مواد غذایی صالح6,نوروز براتی,,,null
63125,سوپر براتی2,فرخ دوستدارسلمانی,,,null
63126,سوپر مارکت نوری2,رضا نوری,,,null
63127,سوپر شهروند21,علی احمدی,,,null
63128,خواربار کیخا,عفت بامری,,,null
63129,سوپر مارکت جزیره8,صفر فرهمند,,,null
63130,سوپر الماس شهر2,عباس زیوری,,,null
63131,خواربار رمضان پور,محسن رمضان پور,,,null
63132,سوپر مارکت نوری 4,امیر نوری سیستانی,,,null
63133,سوپر آفتاب 1,وحید علیمرزائی,,,null
63134,مواد غذایی چابهار,اشکان ریگی,,,null
63135,سوپر مارکت محمد صالح,محمدعلی فیضی,,,null
63136,نمایندگی زمزم4,حسین نعیمی پور,,,null
63137,خواربار مهدی5,نورعلی بارانی,,,null
63138,سوپر مارکت مهدی49,محمد کهنمویی,,,null
63139,سوپر اسلام دوست,مصطفی اسلام دوست,,,null
63140,سوپر مارکت احمدی2,بهروز احمدی,,,null
63141,سوپر مارکت مهدی301,لمامه کارآزموده,,,null
63142,سوپر گلاوی,حسن گلاوی,,,null
63144,مواد غذایی رمضانی4,حسن رمضانی,,,null
63146,خواربار حجت وپسران,حجت اله گروهی,,,null
63148,سوپر رضا136,حسین الیاسی کلات,,,null
63149,مواد غذایی سالمی,ابوالفضل سالمی زو,,,null
63150,فروشگاه کرامت1,حاجی نوری نژاد,,,null
63151,پخش مواد غذایی سید,سیدمحمد غیاثیان موسوی,,,null
63152,سوپر مارکت عطائیان,مواد غذایی عطائیان مواد غذایی,,,null
63154,خواربار فروشی سعادتی,حسن سعادتی سیرزار,,,null
63155,بوفه دانشگاه علمی کاربردی1,سمیرا تاجی,,,null
63156,مواد غذایی محمدپور4,مواد غذایی محمدپور مواد غذایی,,,null
63157,سوپر مارکت علی27,محمود لالوزائی,,,null
63158,میواه فروشی اعتمادیفر,حیدرعلی اعتمادی فر,,,null
63159,سوپر محمد72,فاطمه ثمری,,,null
63161,سوپر مارکت و مرغ و ماهی مهدی,محسن دانشور,,,null
63162,خواربار اقایی,محمود آقایی شیرین سو,,,null
63163,سوپر مارکت سجاد12,علی اصغر قدیمی چنار,,,null
63164,سوپر مارکت امیر34,جلال عباسی,,,null
63165,مواد غذایی غلامی9,غلامرضا غلامی,,,null
63166,سوپر مارکت کرمانی4,محمد رضا,,,null
63167,سوپر مارکت بهار13,ابولقاسم,,,null
63168,سوپر مارکت چتر,علیرضا,,,null
63169,سوپر مارکت زارع1,حمید,,,null
63170,سوپر مارکت خجسته1,سید حسن خجسته,,,null
63171,سوپر مارکت ناصری بهار,محمدرضا ناصری,,,null
63172,فروشگاه ایمان3,مرتضی,,,null
63173,سوپر مارکت احسان25,شهناز رسول خانی,,,null
63174,مواد غذایی ولی عصر18,محسن,,,null
63176,سوپر طالبی1,صدیقه طالبی دلویی,,,null
63177,هایپر مارکت بهار1,ناصر افروز,,,null
63180,روغن گیری کتجد,محمد یعقوبی,,,null
63181,روغن کنجد ابیورد,رسول حاتمیان جغالی,,,null
63182,خواربار فروشی19,حسین علی محمدی,,,null
63184,سوپر ایمان پیل پا,فاطمه گلستانی,,,null
63186,سوپر مارکت من و تو5,محمد فدائی,,,null
63187,دهکده,علی افشاری,,,null
63189,سوپر مارکت احمد3,احمد حقدادی,,,null
63192,خواربار فروشی13,رحمت روحانی,,,null
63193,سوپر مارکت امیر35,امیر رهنما قنبر آباد,,,null
63194,سوپر حمید46,حمیدرضا شیردل,,,null
63195,مواد غذایی یاس30,امیر زارعی,,,null
63196,مواد غذایی سعادتی1,هادی سعادتی سیداباد,,,null
63197,مواد غذایی فدک4,حسن حاجی پور,,,null
63201,مواد غذایی علی26,علی آدمی,,,null
63203,سوپر مارکت آرین,عباسعلی حقی,,,null
63204,سوپر الماس شهر3,بهنام زیوری,,,null
63206,مواد غذایی خرمی3,علی اصغر خرمی,,,null
63207,فروشگاه هادی گروهی,هادی گروهی,,,null
63208,سوپر سالار9,عباسعلی قاین زاده,,,null
63209,سوپر مارکت پردیس15,تقی شایسته نژاد,,,null
63211,مواد غذایی سیب3,زهرا ده جو,,,null
63213,سوپر مارکت نورالقائم,مصطفی ترابی محمود اباد,,,null
63215,سوپر مارکت تاب مارکت,بیبی مریم خادم,,,null
63216,مواد غذایی فراهی,رضا فراهی,,,null
63217,مواد غذایی سعید25,جعفر محمد زاده,,,null
63218,مواد غذایی ریگی,خدیجه ریگی,,,null
63221,مواد غذایی غلامی10,احمد غلامی,,,null
63223,مواد غذایی امیر40,حسن گزمه,,,null
63224,مواد غذایی بذری,حسین بذری,,,null
63225,مواد غذایی عرفان7,علیرضا سیستانی,,,null
63226,مواد غذایی مهدی58,جلیل عباسی سررود,,,null
63228,مواد غذایی کیانی,مواد غذایی کیانی مواد غذایی ک,,,null
63229,سوپر مارکت90,محمود طالبیان,,,null
63230,خواربار ناروئی,حامد ناروئی,,,null
63231,سوپر سجاد69,ناصر علی نیا فیض ابادی,,,null
